,country,state,lat,lon
553,China,Tianjin,39.0856735,117.1951073
554,France,Alsace,48.24917645,7.4074699518555
555,Japan,Okinawa,26.4748948,127.91146866408414
556,Hungary,Komárom-Esztergom,,
557,Greece,Central Greece,38.5624595,23.161852844371445
558,United States,Laḩij,49.4203914,32.0619362
559,Hungary,Borsod-Abaúj-Zemplén,,
560,Morocco,Tanger-Tetouan-Al Hoceima,35.202941,-5.5510167
561,Finland,Pirkanmaa,61.71743305,23.71571148842662
562,Malaysia,Aichi,36.2125181,46.2043484
563,Sri Lanka,Southern,6.149,80.73181777500001
564,Russian Federation,Yaroslavl Oblast,57.7472051,39.10407446899451
565,Switzerland,Schwyz,47.0571976,8.7222073
566,United States,San Juan,18.465299,-66.116666
567,Romania,Bihor,46.991901150000004,22.19072600282265
568,Belarus,Grodnenskaya,51.6482544,39.1876397
569,Switzerland,Grisons,46.6960615,9.6027351
570,Romania,Prahova,45.10875455,26.03762296377709
571,Thailand,Chiang Mai,18.7882778,98.9858802
572,United States,Bayamón,3.5805953,98.6618237
573,Netherlands,Friesland,53.0923689,5.777043
574,United States,Red Sea,20.29654545,38.53429714399387
575,Russian Federation,Volgograd Oblast,49.34550515,44.40697713575031
576,France,Granma,20.20147655,-77.28860489881416
577,Portugal,Aveiro,40.640496,-8.6537841
578,Cuba,Camagüey,,
579,Switzerland,Saint Gallen,45.7379405,4.7712275
580,Greece,Peloponnese,37.36332825,22.239537343995494
581,Mexico,Quintana Roo,19.6666671,-88.5000001
582,Romania,Braşov,52.7908685,6.0996977
583,Norway,Akershus,60.03851925,11.320172312435517
584,Algeria,Algiers,36.7753606,3.0601882
585,Russian Federation,Saratovskaya Oblast,53.1883657,44.9944315
586,Slovenia,Bovec,46.3385467,13.5525933
587,Montenegro,Pljevlja,43.3565611,19.3584715
588,Slovenia,Maribor,46.5576439,15.6455854
589,Norway,Innlandet,61.26810555,10.485458802304304
590,Afghanistan,Takhar,36.5940732,69.7938996
591,Thailand,Nakhon Ratchasima,15.2241917,101.9313754
592,Thailand,Chai Nat,15.1531192,100.1524275
593,Syrian Arab Republic,Dimashq,33.5130695,36.3095814
594,Slovakia,Prešovský kraj,,
595,United States,Kedah,5.8098265,100.6715035
596,United States,Saint-Louis,38.6264256,-90.1995853
597,Finland,North Karelia,62.80105195,30.212711589188956
598,Canada,Tambov,52.72879,41.45536
599,Hong Kong,Kwai Tsing,22.352309,114.1295369
600,Latvia,Talsi Municipality,57.2451926,22.5903003
601,Dominican Republic,Santiago,-33.4377756,-70.6504502
602,Israel,Southern District,22.21926895,114.2252233573989
603,Finland,Lapland,67.69291045,26.728204479201416
604,Turkey,Bursa,40.1827657,29.0677305
605,Argentina,Tierra del Fuego,-53.755479449999996,-68.93325709514139
606,Ghana,Greater Accra,5.5571096,-0.2012376
607,Ukraine,Vinnytsya Oblast,49.2392809,28.5110617
608,Spain,Eastern Cape,-32.2171831,26.6386401
609,Egypt,Dakahlia,31.13800465,31.88824986845627
610,Uruguay,Canelones,-34.6222482,-55.9903797
611,Russian Federation,Stavropol’ Kray,,
612,United States,San Miguel,38.0292476,-108.4712533
613,Mexico,Colonia,50.938361,6.959974
614,Russian Federation,Kaliningrad,54.710128,20.5105838
615,Russian Federation,Krasnoyarskiy,49.4699947,42.8925135
616,Cyprus,Limassol,34.6852901,33.0332657
617,Czechia,Plzeňský kraj,,
618,"Iran, Islamic Republic of",Isfahan,32.6707877,51.6650002
619,Slovenia,Kamnik,46.2257358,14.6118936
620,Russian Federation,Ryazan Oblast,54.3377572,40.60199615386047
621,Sweden,Norrbotten,66.9798719,20.000300813027625
622,Viet Nam,Da Nang,16.068,108.212
623,Luxembourg,Esch-sur-Alzette,49.4959628,5.9850306
624,Ukraine,Crimea,45.28350435,34.20081877526554
625,"Iran, Islamic Republic of",Khuzestan,31.5535141,49.0077168
626,Russian Federation,Omsk,54.991375,73.371529
627,Malta,Saint Julian,52.62485255,1.3006815809417671
628,Ukraine,Rivne,51.2074112,26.5208033
629,Portugal,Santarém,43.2655396,-8.2417802
630,Russian Federation,Ivanovo,56.9984452,40.9737394
631,Russian Federation,Lipetsk Oblast,52.7372011,38.922866613332914
632,Sweden,Västernorrland,,
633,Nicaragua,Río San Juan,-41.137042,-71.3569115
634,Argentina,Entre Rios,-31.6252842,-59.3539578
635,Ukraine,Zaporizhzhya Oblast,47.8507859,35.1182867
636,Bangladesh,Chittagong,22.3364709,91.8260479
637,Sweden,Gotland,57.4174802,18.536957927499856
638,China,Hunan,27.6662087,111.7487063
639,Argentina,Santiago del Estero,-27.6431016,-63.5408542
640,Thailand,Krabi,8.0610907,98.9161607
641,Switzerland,Zug,47.1486137,8.5539378
642,United States,Saint Thomas Island,52.69,-8.62
643,Russian Federation,Mariy-El Republic,56.5767504,47.8817512
644,Lao People's Democratic Republic,Nagano,36.1143945,138.0319015
645,Colombia,Nariño,33.4061927,74.9771833
646,Slovakia,Košický kraj,,
647,Slovenia,Vrhnika,45.9663607,14.2980772
648,Colombia,Bolívar,43.4026942,6.0699763
649,Russian Federation,Sakha,66.941626,129.642371
650,Australia,Northern Territory,-19.8516101,133.2303375
651,Italy,Aosta Valley,45.730099,7.387426
652,Mexico,Arkhangelskaya,45.679554,40.275406
653,Slovenia,Idrija,46.0023983,14.0273014
654,Tunisia,Madanīn,22.5848294,88.3682707
655,Brazil,Pará,-28.8166236,24.991639
656,Peru,Lima region,11.1489956,124.8788775
657,United Arab Emirates,Abu Dhabi,24.4538352,54.3774014
658,United States,Long Island,40.85149705,-73.0994258107431
659,Slovenia,Slovenska Bistrica,46.391944,15.5727757
660,United States,Mayagüez,,
661,Czechia,Moravskoslezský,,
662,United States,Ordu,40.8292569,37.4082764
663,Russian Federation,Vladimir,56.1288899,40.4075203
664,Italy,The Marches,52.2507241,-1.1543052
665,Russian Federation,Primorskiy (Maritime) Kray,,
666,Burkina Faso,Nord,50.52896715,3.0883523694464854
667,Cyprus,Larnaka,34.9236095,33.6236184
668,Romania,Buzău,48.2416793,8.4040491
669,Czechia,Královéhradecký kraj,,
670,Italy,Apulia,40.9842539,16.6210027
671,Chile,Los Ríos Region,,
672,Mongolia,Ulaanbaatar,47.9184676,106.9177016
673,Greece,Ionian Islands,38.8342261,20.7105368
674,Canada,Nunavut,65.0377727,-92.5540791
675,Norway,Hordaland,51.9359532,4.5987267
676,Finland,Central Ostrobothnia,63.6476557,24.111411271292845
677,Czechia,Liberecký kraj,,
678,Japan,Nara,-0.5275000000000001,166.93479227083333
679,South Africa,North-West,-26.1347819,25.6546729
680,Malaysia,Johor,2.0229012,103.3147721
681,Russian Federation,Chelyabinsk,55.1598408,61.4025547
682,"Moldova, Republic of",Transnistria,46.9905668,29.4772511
683,United States,Marlborough,42.3459271,-71.5522874
684,Indonesia,Yogyakarta,-7.9778383999999996,110.36722565020224
685,France,Western Province,-15.8543496,23.8016799
686,Russian Federation,Voronezj,51.6605982,39.2005858
687,Sweden,Södermanland,,
688,Portugal,Leiria,39.7437902,-8.8071119
689,Ukraine,Sumy,50.90007875,34.809040734367024
690,United States,Portland,45.5202471,-122.6741949
691,Romania,Arges,44.99415675,24.84891338608522
692,Thailand,Phuket,7.9366015,98.3529292
693,Russian Federation,Bryansk Oblast,52.9394031,33.16871248080911
694,Guatemala,Guatemala,15.687100699999998,-90.12265453178017
695,United Kingdom,Warwick,52.2814519,-1.5815742
696,Saudi Arabia,Eastern Province,23.3036077,50.1258804
697,India,Bihar,25.6440845,85.906508
698,United States,Saint John Figtree,17.1130194,-62.5997933
699,South Africa,Northern Region,2.797198,32.2643949
700,Liberia,Montserrado,6.384,-10.787
701,Cayman Islands,George Town,5.4141619,100.3287352
702,Czechia,Jihočeský kraj,,
703,Russian Federation,Aqmola,41.2094934,69.4914326
704,Austria,Lower Austria,48.2817813,15.7632457
705,Saint Lucia,Gros-Islet,14.0801333,-60.9524988
706,Mexico,Chiapas,16.5000001,-92.5000001
707,Botswana,Gaborone,-24.6581357,25.9088474
708,United Kingdom,St Helier,49.1856637,-2.1102277
709,Philippines,Eastern Visayas,11.327827249999999,124.99755612215378
710,France,Bourgogne,47.27808725,4.222486304306048
711,Ukraine,Zhytomyr,50.9080532,28.3867504
712,Guinea,Conakry,9.5170602,-13.6998434
713,United States,Māzandarān,,
714,Russian Federation,Tver’ Oblast,57.1134475,35.1744428
715,Turkey,Trabzon,41.0062202,39.7257547
716,United States,Kermānshāh,,
717,Slovenia,Jesenice,46.4323791,14.0623337
718,American Samoa,Western District,16.796957,96.13826836099824
719,"Venezuela, Bolivarian Republic of",Zulia,10.116727000000001,-72.37632623132441
720,"Iran, Islamic Republic of",Golestan,37.1984436,55.070672
721,Latvia,Līgatne,53.9382407,22.9505298
722,Argentina,Tucuman,-26.5643582,-64.882397
723,Indonesia,Jambi,-1.611572,102.779699
724,Ecuador,Galápagos,,
725,Ireland,New Ireland,-3.70179395,152.43578108705879
726,Guadeloupe,Guadeloupe,16.2490067,-61.5650444
727,Turkey,Antalya,36.9009641,30.6954846
728,Russian Federation,North Ossetia,42.9920711,44.2636348
729,United States,Az Zāwiyah,,
730,Nigeria,Oyo,8.2151249,3.5642897
731,Yemen,Amanat Alasimah,,
732,Russian Federation,Kaluga,54.5101087,36.2598115
733,Sweden,Dalarna,61.060377849999995,14.215087316959057
734,Japan,Okayama,34.6553944,133.9194595
735,North Macedonia,Struga,41.1770278,20.6790586
736,United States,Midway Islands,28.2417536,-177.3754308
737,Vanuatu,Shefa,-17.32839675,168.25473162821086
738,Sweden,Limbažu novads,,
739,United States,Borgou,9.7097453,2.7422648
740,France,Togdheer,9.3014858,45.4849998
741,El Salvador,San Salvador,13.6989939,-89.1914249
742,Croatia,Bjelovarsko-Bilogorska,45.7462142,16.9212335
743,France,Corsica,42.188089649999995,9.068413771427695
744,Switzerland,Glarus,46.9796562,9.108812
745,Mexico,Oaxaca,17.0,-96.5
746,"Iran, Islamic Republic of",Qom,34.6423117,50.8800969
747,South Africa,Limpopo,-23.4735288,29.3959199
748,Portugal,Faro,37.0162727,-7.9351771
749,Bangladesh,Khulna,22.808368899999998,89.44268870147594
750,Hungary,Győr-Moson-Sopron,,
751,Japan,Tokushima,34.0698307,134.5550353
752,United States,Central Sulawesi,-1.6937786,120.8088555
753,Kazakhstan,Almaty,43.2363924,76.9457275
754,Panama,Panamá,48.8588897,2.3200410217200766
755,Switzerland,Uri,46.7864413,8.6420159
756,New Zealand,Gisborne,-38.661326,178.0206487
757,Montenegro,Tivat,42.4303762,18.6988104
758,Brazil,Rio Grande do Norte,-5.6781175,-36.4781776
759,Paraguay,Alto Paraná,,
760,Japan,Hiroshima,34.3916058,132.4518156
761,Spain,Extremadura,39.1748426,-6.1529891
762,United States,West Kalimantan,-0.1322387,111.0968901
763,India,Manipur,24.7208818,93.9229386
764,Cuba,Havana,23.135305,-82.3589631
765,North Macedonia,Bitola,41.0316005,21.3302511
766,Argentina,Guna Yala,9.187597499999999,-77.87137226376693
767,Romania,Arad,46.1753793,21.3196342
768,Belarus,Vitebsk,55.1930197,30.2070437
769,Bulgaria,Burgas,42.343926,-3.696977
770,Malta,Il-Mosta,35.9079178,14.4241508
771,Ukraine,Ivano-Frankivsk Oblast,48.7481718,24.5207477
772,Russian Federation,Kostroma Oblast,58.44619025,43.82349536196553
773,Malaysia,Melaka,2.3293744,102.2880962
774,Mexico,Coahuila,27.3333331,-102.0000001
775,Japan,Fukuoka,33.6251241,130.6180016
776,Dominican Republic,Nacional,-19.8516634,-44.0279863
777,"Bolivia, Plurinational State of",Santa Cruz,28.469648,-16.2540884
778,Bulgaria,Sofia,-15.2538402,48.2562163
779,Uruguay,Rocha,-34.0,-54.0
780,United States,St. Andrew,43.6477917,-79.3848711
781,Russian Federation,Chuvashia,55.4259922,47.0849429
782,Switzerland,Schaffhausen,47.6960491,8.634513
783,Mexico,Guerrero,17.666667,-100.0
784,Italy,Middle Shabele,,
785,Saudi Arabia,West Azerbaijan,36.5263762,46.2151571
786,Czechia,Pardubický,,
787,Indonesia,North Sumatra,2.1923519,99.3812201
788,Thailand,Khon Kaen,16.6022387,102.6352933
789,Switzerland,Basel-Landschaft,47.5092938,7.6588333
790,Croatia,Zadarska,43.3069419,17.0162308
791,Mexico,Veracruz,19.333333,-96.666667
792,New Zealand,Manawatu-Wanganui,-39.6407734,175.57135568879124
793,Italy,Calabria,39.0565974,16.5249864
794,Mexico,Aguascalientes,22.0000001,-102.5000001
795,Réunion,Réunion,45.9582396,-66.6238153
796,United States,North Eleuthera,25.377669400000002,-76.78426554397748
797,Colombia,Valle del Cauca,4.0638178,-76.12335581641676
798,Latvia,Jūrmala,,
799,Finland,Kymenlaakso,60.7318529,27.082883965665257
800,Philippines,Bicol,13.100588,123.52313310936306
801,Hungary,Fejér,-3.80978355,-38.61441689439626
802,Malta,Tas-Sliema,35.9127609,14.5020708
803,China,Jilin,42.9995032,125.9816054
804,United States,Qyzylorda,44.8426778,65.5036151
805,Switzerland,Nidwalden,46.942756,8.4119773
806,United States,East New Britain,-5.1386278,151.9020187
807,Philippines,West Coast,-42.5638896,171.45233400435404
808,Brazil,Alagoas,-9.6611661,-36.6502426
809,North Macedonia,Strumica,41.4392045,22.6397203
810,Portugal,Madeira,32.751748750000004,-16.981752048847362
811,Mexico,Yucatán,52.0451686,5.2957054
812,Mexico,Sinaloa,25.0000001,-107.5000001
813,Greece,Epirus,39.649766299999996,20.69097798672906
814,"Venezuela, Bolivarian Republic of",Carabobo,10.166667,-68.083333
815,Switzerland,Neuchâtel,,
816,Philippines,Dededo,13.519054,144.83783877764978
817,Russian Federation,Kemerovo Oblast,54.2353319,85.3785008
818,Romania,Neamţ,7.0284943,100.4940885
819,Bulgaria,Ruse,43.8480413,25.9542057
820,Malaysia,Terengganu,4.8630743,102.9949297
821,Chile,Araucanía,,
822,Japan,Ehime,33.6013646,132.8185275
823,South Africa,Gyeonggi-do,37.2752,127.0095
824,Malta,Saint John,45.278752,-66.058044
825,Turkey,LY.58,26.8234472,18.1236723
826,United States,Chiriquí,,
827,United States,Nordgrønland,,
828,Brazil,Tocantins,-10.8855129,-48.3716912
829,Argentina,Salta,-25.1076701,-64.3494964
830,Pakistan,Balochistan,28.0,66.0
831,Egypt,Giza,29.9870753,31.2118063
832,Brazil,Qazvīn,,
833,Russian Federation,Tyumen’ Oblast,58.8206488,70.3658837
834,Mexico,Colima,19.166667,-104.0
835,United States,Republic of Tyva,51.72725585,94.41336944026332
836,Latvia,Gulbenes novads,57.17646275,26.611200257069193
837,Japan,Fukushima,37.75454,140.4592144
838,Argentina,Misiones,-26.737224,-54.4315257
839,United States,Østgrønland,,
840,Nepal,Gandaki Pradesh,28.384096200000002,84.03632755245305
841,South Africa,Orange Free State,48.1108895,11.5338207
842,Turkey,Gaziantep,37.0628317,37.3792617
843,Latvia,Salaspils,56.8634541,24.3545214
844,Indonesia,West Sumatra,-0.5827529,100.6133379
845,Kazakhstan,Nur-Sultan,51.1282205,71.4306682
846,Mexico,Puebla,18.833333,-98.0
847,Serbia,Pristina,42.6638771,21.1640849
848,"Korea, Republic of",Daejeon,36.3496,127.3848
849,Hong Kong,Islands,52.734444,-7.593056
850,Bulgaria,Dobrich,43.66377745,27.90021225939759
851,Japan,Fukui,35.9263502,136.6068127
852,Viet Nam,Can Tho,10.0364216,105.7875219
853,Thailand,Nonthaburi,13.8610918,100.3456772
854,Japan,Miyazaki,31.9076334,131.4204022
855,India,Jammu and Kashmir,33.6649297,75.1629584
856,United Kingdom,Tobago,11.24046155,-60.67200597857749
857,Mexico,Tamaulipas,23.9891553,-98.7026825
858,United States,Zagrebačka,45.8131847,15.9771774
859,China,Heilongjiang,48.0000047,127.999992
860,Czechia,Vysočina,,
861,Romania,Covasna,45.896679250000005,26.010180611745668
862,Italy,Souss-Massa,30.187722,-8.6322498
863,Malaysia,Sarawak,2.5023855,112.9547283
864,Romania,Harghita,46.6440949,25.620080897737118
865,Panama,Veraguas,8.241413099999999,-81.11197066772692
866,Slovenia,Škofja Loka,,
867,Russian Federation,Irkutsk Oblast,57.72563305,109.01465073847677
868,India,México,-25.8558423,32.6214349
869,Romania,Suceava,47.53265345,25.834593917414125
870,Greece,Thessaly,39.575592900000004,22.163444947273042
871,Poland,Świętokrzyskie,,
872,Japan,Saitama,35.8616402,139.6457957
873,United Kingdom,Mashonaland East,-17.7927323,31.7678044
874,Norway,Saba,5.4257359,117.0326392
875,United States,Pavlodar Region,51.8111545,76.4285287
876,Morocco,Béni Mellal-Khénifra,,
877,Finland,South Savo,61.8424126,28.02863885451447
878,Russian Federation,Sakhalin Oblast,49.7219665,143.448533
879,India,Jharkhand,23.6577621,85.16910512430167
880,Argentina,Alajuela,10.460632,-84.46725504158994
881,Slovenia,Ptuj,46.441568000000004,15.886107798694006
882,Malta,Il-Gżira,,
883,Kazakhstan,Karaganda,49.8161282,73.1026622
884,Brazil,Roraima,2.135138,-61.3631922
885,Mexico,Zacatecas,23.0823582,-103.20856984509811
886,Timor-Leste,Díli,48.881399,2.357438
887,Spain,Navarre,42.61254875,-1.830787673361753
888,United States,Cotopaxi,-0.6861246,-78.43146168817944
889,Sudan,Khartoum,15.5635972,32.5349123
890,Norway,Telemark,59.9063655,10.6848421
891,Equatorial Guinea,Litoral,1.6026374,9.841569
892,Indonesia,Central Java,-7.3032412,110.0044145
893,Benin,Atlantique,6.540829,2.223095
894,Madagascar,Analamanga,-18.6000004,47.51310021616148
895,Czechia,Karlovarský kraj,,
896,Finland,North Savo,63.01595725,27.626435801058342
897,Slovakia,Trenčiansky kraj,,
898,Russian Federation,Pskov Oblast,57.30485095,29.193050620557898
899,Thailand,Samut Prakan,13.6531651,100.8182578
900,Japan,Oita,33.1819875,131.4270217
901,China,Shaanxi,35.646192049999996,109.56107370545054
902,"Taiwan, Province of China",Quetzaltenango,14.7360257,-91.6152074
903,France,Rhône-Alpes,45.7596715,4.8459883
904,Algeria,Bordj Bou Arréridj,,
905,Morocco,Rabat-Salé-Kénitra,,
906,United Kingdom,Shabwah,14.544022,45.909684
907,China,Guangxi,24.0,109.0
908,China,Hainan,19.2000001,109.5999999
909,Isle of Man,Douglas,39.7628415,-88.2170516
910,Croatia,Osječko-Baranjska,,
911,Kenya,Kilifi,-3.15073925,39.67507159193717
912,Bulgaria,Stara Zagora,42.4248111,25.6257479
913,Bulgaria,Yambol,42.483935,26.5105553
914,Kazakhstan,Shymkent,42.3146962,69.5883282
915,Slovakia,Banskobystrický kraj,,
916,South Africa,Tūnis,50.764693199999996,3.3589981170844974
917,United States,East Nusa Tenggara,-8.5656787,120.6978581
918,Bulgaria,Blagoevgrad,41.750287,23.48734109762355
919,United States,Baladīyat ar Rayyān,,
920,Ukraine,Cherkasy Oblast,49.3402711,31.610320733574746
921,Ukraine,Poltava Oblast,49.8607809,33.7498787
922,Slovenia,Nova Gorica,45.9580549,13.6474706
923,Thailand,Ubon Ratchathani,15.1879684,105.3269544
924,Latvia,Liepāja,11.6446568,104.9156264
925,Poland,Lubusz,52.1001754,15.3605075
926,Bangladesh,Sylhet,24.59107805,91.71773617004385
927,Turkey,Adana,36.9863599,35.3252861
928,Romania,Mureş,43.4599858,1.3262332
929,Paraguay,Itapúa,60.2083946,25.0789534
930,Malta,Iż-Żurrieq,,
931,Belize,Belize,16.8259793,-88.7600927
932,Colombia,Norte de Santander,8.4417924,-73.0492505
933,Romania,Tulcea,45.177518,28.8016348
934,Hong Kong,Kowloon City,22.3301595,114.1899368
935,Angola,Luanda,-8.8272699,13.2439512
936,Greece,South Aegean,37.15010315,25.45507683069038
937,Cambodia,Battambang,12.9256791,103.23171364274523
938,Croatia,Međimurska,,
939,France,Baja California Sur,25.5818014,-111.5706164
940,"Taiwan, Province of China",Kaohsiung,22.6203348,120.3120375
941,Romania,Olt,44.29140195,24.46610792597381
942,Romania,Dâmboviţa,,
943,Argentina,Rio Negro,-26.1047668,-49.7982766
944,United Arab Emirates,Raʼs al Khaymah,25.7737705,55.938232
945,Cuba,Mayabeque,22.82541565,-82.07010620179815
946,Jordan,Irbid,32.5556091,35.8493023
947,Brazil,Maranhão,,
948,Uzbekistan,Bukhara,39.7675529,64.4231326
949,Montenegro,Herceg Novi,42.4517622,18.5367516
950,Slovenia,Bohinj,46.30203365,13.909015536346129
951,Algeria,Tiaret,34.8947575,1.594579173136212
952,Viet Nam,An Giang,27.9966567,108.4056876
953,Slovenia,Tolmin,46.1828005,13.7328983
954,Malta,Attard,35.8909172,14.4430093
955,Bulgaria,Veliko Tarnovo,43.2164885,25.611409300395785
956,Brazil,Markazi,34.5302705,49.7864561
957,India,Himachal Pradesh,31.81676015,77.34932051968858
958,Cameroon,Centre,47.5490251,1.7324062
959,Côte d'Ivoire,Vallée du Bandama,,
960,Guyana,Demerara-Mahaica,6.454202,-58.126938409696535
961,Kenya,Samburu,1.5394463,36.94216599162042
962,Japan,Gunma,24.0002488,53.9994829
963,"Iran, Islamic Republic of",Hamadān,35.821211,4.789405820854701
964,Philippines,Gaza Strip,31.4432234,34.360007
965,Ukraine,Kherson Oblast,46.5421715,33.4079326
966,Albania,Olaine,56.7905906,23.9331981
967,Pakistan,Khyber Pakhtunkhwa,33.712802,71.2678805
968,Latvia,Jelgava,56.6514394,23.7339143
969,Japan,Ibaraki,36.2869536,140.4703384
970,Slovenia,Domžale,-22.8822336,-43.326648
971,Finland,Satakunta,61.5934279,21.782451158731718
972,Greenland,Sermersooq,66.0,-40.0
973,New Zealand,Taranaki,-39.3848064,174.19735050943854
974,United States,Colón,42.23866,-8.72045
975,Thailand,Prachuap Khiri Khan,12.0432669,99.7487235
976,United States,Djelfa,34.342841,3.217253079090331
977,Slovenia,Žalec,52.6219865,38.5003298
978,Turkey,Samsun,41.2946149,36.3320596
979,"Iran, Islamic Republic of",Kerman,29.571858,57.301047
980,Portugal,Azores,37.808527350000006,-25.473085286479595
981,Iceland,South,36.638392,127.6961188
982,Japan,Ishikawa,37.1570412,140.4468974
983,Thailand,Nakhon Si Thammarat,8.6772337,99.7309635
984,Cyprus,Keryneia,35.3352654,33.3188405
985,Philippines,Central Luzon,15.390911849999998,120.68569951248944
986,"Bolivia, Plurinational State of",Tarija,-21.583333,-63.833333
987,Hungary,Baranya,45.9714436,18.1669246
988,Afghanistan,Faryab,35.9261784,64.6237758
989,Cambodia,Kampot,10.6314754,104.132637
990,Latvia,Daugavpils,55.8712267,26.5159337
991,Viet Nam,Sơn La,51.2819292,1.0756987
992,Tunisia,Manouba,36.7624363,9.833619078262766
993,Mexico,Guanajuato,20.9876996,-101.0
994,"Bolivia, Plurinational State of",Chuquisaca,-19.0477251,-65.2594306
995,Chile,Maule Region,-35.5972284,-71.48868
996,United States,Príncipe,,
997,Slovenia,Bled,46.3684202,14.1100595
998,Poland,Opole Voivodeship,50.8918612,17.9321175
999,Luxembourg,Mersch,49.7506746,6.1066591
1000,Japan,Shizuoka,34.979149,138.38299
1001,Latvia,Ventspils,57.3903918,21.5635991
1002,North Macedonia,Prilep,41.3444984,21.5527115
1003,North Macedonia,Tetovo,42.0068297,20.9728556
1004,United States,Salto,-23.1989983,-47.2913682
1005,Cuba,Cienfuegos,22.1457501,-80.4526242
1006,Serbia,Ferizaj,42.3682168,21.1532848
1007,Bahrain,Manama,17.1750495,95.9999652
1008,China,Shanxi,37.0,112.0
1009,Switzerland,Appenzell Ausserrhoden,47.3960076,9.3705839
1010,Nigeria,FCT,8.8311228,7.1724673
1011,Ukraine,Sevastopol City,44.6054434,33.5220842
1012,Botswana,City of Francistown,-21.16636,27.502515
1013,Eswatini,Hhohho,-26.1022695,31.364094517500757
1014,Iraq,Nineveh,36.3564339,43.16216471288615
1015,United States,Bari,41.1257843,16.8620293
1016,Ghana,Bono,47.6402896,-2.947793
1017,India,Andaman and Nicobar,10.0001051,93.0000194
1018,Colombia,Cesar,9.3333415,-73.5000086
1019,Peru,Junin,-11.5,-75.0
1020,Canada,Midlands,-19.2785043,29.8790852
1021,"Korea, Republic of",Daegu,35.8713,128.6018
1022,United States,Leribe,-28.866891,28.0579408
1023,Turkey,Canakkale,40.0549886,26.9278292
1024,Poland,Podlasie,53.2668455,22.8525787
1025,Malaysia,Labuan,5.3168336,115.2198613
1026,Canada,St. Elizabeth,53.355642700000004,-2.3435360499999995
1027,Thailand,Udon Thani,17.5211917,102.6680012
1028,Trinidad and Tobago,Borough of Arima,,
1029,Honduras,Cortés,46.1078422,12.0355147
1030,Japan,Kochi,9.931308,76.2674136
1031,United States,Santa Rita,-7.128465,-34.9846186
1032,Russian Federation,Khabarovsk,51.6312684,136.121524
1033,Russian Federation,Karelia,62.6194031,33.4920267
1034,"Korea, Republic of",Jeollanam-do,34.8159,126.4629
1035,India,Hatohobei,3.299279,131.6702524191426
1036,Jordan,Zarqa,32.0628696,36.073150861344885
1037,Dominican Republic,Puerto Plata,19.7444333,-70.8000756
1038,Thailand,Phitsanulok,16.9779975,100.3848239
1039,Greece,East Macedonia and Thrace,40.8533759,25.8030499
1040,Croatia,Koprivničko-Križevačka,,
1041,Philippines,Zamboanga Peninsula,7.77301775,122.75600476636146
1042,Romania,Bacău,-7.95367235,-35.00954719686635
1043,Russian Federation,Magadan Oblast,63.5515028,154.014726
1044,United Kingdom,Orange Walk,17.78310235,-88.85774666564073
1045,Bulgaria,Kardzhali,41.56876,25.394856878
1046,France,Lol,8.9160133,27.6723077
1047,Egypt,Gharbia,34.03850745,-4.27958372392332
1048,United States,Artemisa,22.8272763,-82.92592448088564
1049,Finland,Mariehamns stad,60.0878638,19.94710634270203
1050,Turkey,Balıkesir,,
1051,Colombia,Sucre,-19.0477251,-65.2594306
1052,China,Xinjiang,42.4804953,85.4633464
1053,Indonesia,Khanty-Mansia,61.8793428,68.6418156
1054,Japan,Nagasaki,33.1154683,129.7874339
1055,Russian Federation,Kamchatka,57.810429549999995,160.08427403325692
1056,Cambodia,Preah Sihanouk,10.5098627,103.25870659397378
1057,Thailand,Songkhla,6.8790221,100.5498542
1058,Finland,South Ostrobothnia,62.73893905,23.1124434775342
1059,Italy,Hwanghae-namdo,38.2628262,125.476901
1060,Colombia,Córdoba,,
1061,Viet Nam,Sóc Trăng,,
1062,Cambodia,Siem Reap,13.3617562,103.8590321
1063,Finland,Southern Red Sea,27.67918735,33.723933312250395
1064,Finland,South Karelia,61.26664325,28.40538169032333
1065,"Venezuela, Bolivarian Republic of",Falcón,49.2693274,7.4792173
1066,Bulgaria,Shumen,43.2703797,26.9247362
1067,"Congo, The Democratic Republic of the",Kinshasa,-4.3217055,15.3125974
1068,United States,Puntarenas,9.0954373,-84.2004310002738
1069,"Korea, Republic of",Jeju-do,33.3939924,126.5626653
1070,United Arab Emirates,Ajman,25.509128699999998,55.361907248723114
1071,Suriname,Paramaribo,5.8247628,-55.1703941
1072,Hungary,Heves,47.7884409,20.1714412
1073,Peru,Puno,-15.0,-70.0
1074,Bangladesh,Rangpur Division,25.833558,88.9939966
1075,Morocco,Rabat-Salé-Zemmour-Zaër,,
1076,Kenya,Mombasa,-4.05052,39.667169
1077,Montenegro,Podgorica,42.4415238,19.2621081
1078,Malta,Tarxien,35.8648857,14.5114877
1079,Croatia,Hama,35.1343368,36.7496276
1080,Turkey,Muğla,36.978849,-81.617198
1081,Sri Lanka,Sabaragamuwa,6.8124018,80.33547643025922
1082,Indonesia,Banten,-6.4453801,106.1375586
1083,United States,Cauca,2.715645,-76.662665
1084,Egypt,Sharqia,35.429196,44.168162
1085,Kazakhstan,Atyraū,-25.282166500000002,-57.17273300803935
1086,Syrian Arab Republic,Homs,34.7333334,36.7166667
1087,Estonia,Saare,57.9115944,22.05579
1088,Iraq,Kordestān,,
1089,Mexico,Tabasco,17.95078635,-92.48312213241397
